Numero animale	Data	Produzione totale
2202	2021-08-05	15.61
311	2021-08-05	25.08
311	2021-08-05	25.08
2177	2021-08-05	36.27
2177	2021-08-05	36.27
3578	2021-08-05	27.08
3578	2021-08-05	27.08
2254	2021-08-05	38.26
2254	2021-08-05	38.26
223	2021-08-05	24.72
223	2021-08-05	24.72
2349	2021-08-05	34.68
2349	2021-08-05	34.68
1200	2021-08-05	31.4
1200	2021-08-05	31.4
2330	2021-08-05	35.02
2330	2021-08-05	35.02
3551	2021-08-05	24.81
3551	2021-08-05	24.81
1165	2021-08-05	25.53
1165	2021-08-05	25.53
2239	2021-08-05	41.86
2239	2021-08-05	41.86
342	2021-08-05	25.7
342	2021-08-05	25.7
326	2021-08-05	29.81
326	2021-08-05	29.81
2231	2021-08-05	32.95
2231	2021-08-05	32.95
2251	2021-08-05	30.99
2251	2021-08-05	30.99
2110	2021-08-05	29.3
2110	2021-08-05	29.3
2276	2021-08-05	35.04
2276	2021-08-05	35.04
2415	2021-08-05	17.01
2415	2021-08-05	17.01
2151	2021-08-05	26.8
2151	2021-08-05	26.8
215	2021-08-05	17.78
215	2021-08-05	17.78
2064	2021-08-05	22.14
2064	2021-08-05	22.14
2215	2021-08-05	26.96
2215	2021-08-05	26.96
2217	2021-08-05	28.71
2217	2021-08-05	28.71
3544	2021-08-05	18.83
3544	2021-08-05	18.83
2199	2021-08-05	27.85
2199	2021-08-05	27.85
2090	2021-08-05	25.46
2090	2021-08-05	25.46
2170	2021-08-05	15.78
2170	2021-08-05	15.78
258	2021-08-05	26.53
258	2021-08-05	26.53
2416	2021-08-05	25.3
2416	2021-08-05	25.3
1168	2021-08-05	22.86
1168	2021-08-05	22.86
2338	2021-08-05	37.39
2338	2021-08-05	37.39
2474	2021-08-05	30.92
2474	2021-08-05	30.92
2322	2021-08-05	37.32
2322	2021-08-05	37.32
2192	2021-08-05	29.81
2192	2021-08-05	29.81
2139	2021-08-05	25.02
2139	2021-08-05	25.02
2208	2021-08-05	24.72
2208	2021-08-05	24.72
2218	2021-08-05	9.04
2327	2021-08-05	19.61
2327	2021-08-05	19.61
2000	2021-08-05	27.89
2000	2021-08-05	27.89
2398	2021-08-05	28.13
2398	2021-08-05	28.13
2005	2021-08-05	22.56
2005	2021-08-05	22.56
2213	2021-08-05	31.77
2213	2021-08-05	31.77
2421	2021-08-05	28.83
2421	2021-08-05	28.83
3396	2021-08-05	28.67
3396	2021-08-05	28.67
2190	2021-08-05	19.55
2190	2021-08-05	19.55
9927	2021-08-05	31.25
9927	2021-08-05	31.25
2073	2021-08-05	21.54
2073	2021-08-05	21.54
1193	2021-08-05	18.35
1193	2021-08-05	18.35
1152	2021-08-05	23.94
1152	2021-08-05	23.94
2363	2021-08-05	25.54
2363	2021-08-05	25.54
1186	2021-08-05	20.3
1186	2021-08-05	20.3
331	2021-08-05	25.09
331	2021-08-05	25.09
3392	2021-08-05	31.12
3392	2021-08-05	31.12
2056	2021-08-05	30.79
2056	2021-08-05	30.79
3552	2021-08-05	23.55
3552	2021-08-05	23.55
2321	2021-08-05	28.35
2321	2021-08-05	28.35
2120	2021-08-05	21.01
2120	2021-08-05	21.01
9938	2021-08-05	23.99
9938	2021-08-05	23.99
2007	2021-08-05	32.61
2007	2021-08-05	32.61
3404	2021-08-05	18.68
3404	2021-08-05	18.68
2222	2021-08-05	33.07
2222	2021-08-05	33.07
2523	2021-08-05	31.31
2523	2021-08-05	31.31
2437	2021-08-05	32.39
2437	2021-08-05	32.39
2482	2021-08-05	38.51
2482	2021-08-05	38.51
2440	2021-08-05	30.19
2440	2021-08-05	30.19
2533	2021-08-05	35.02
2533	2021-08-05	35.02
2460	2021-08-05	33.7
2460	2021-08-05	33.7
2413	2021-08-05	32.21
2413	2021-08-05	32.21
2259	2021-08-05	53.76
2259	2021-08-05	53.76
2146	2021-08-05	42.4
2146	2021-08-05	42.4
2529	2021-08-05	39.44
2529	2021-08-05	39.44
2383	2021-08-05	36.21
2383	2021-08-05	36.21
2495	2021-08-05	32.37
2495	2021-08-05	32.37
2491	2021-08-05	36.39
2491	2021-08-05	36.39
2500	2021-08-05	37.62
2500	2021-08-05	37.62
2431	2021-08-05	35.69
2431	2021-08-05	35.69
2451	2021-08-05	41.66
2451	2021-08-05	41.66
2469	2021-08-05	45.12
2469	2021-08-05	45.12
2302	2021-08-05	39.14
2302	2021-08-05	39.14
2454	2021-08-05	42.01
2454	2021-08-05	42.01
2449	2021-08-05	30.75
2449	2021-08-05	30.75
2432	2021-08-05	35.18
2432	2021-08-05	35.18
2527	2021-08-05	32.71
2527	2021-08-05	32.71
2463	2021-08-05	29.8
2463	2021-08-05	29.8
2528	2021-08-05	29.21
2528	2021-08-05	29.21
2402	2021-08-05	31.98
2402	2021-08-05	31.98
2442	2021-08-05	32.03
2442	2021-08-05	32.03
2509	2021-08-05	44.57
2509	2021-08-05	44.57
2399	2021-08-05	33.73
2399	2021-08-05	33.73
2488	2021-08-05	47.45
2488	2021-08-05	47.45
2542	2021-08-05	43.38
2542	2021-08-05	43.38
2411	2021-08-05	24.2
2411	2021-08-05	24.2
2179	2021-08-05	29.52
2179	2021-08-05	29.52
2496	2021-08-05	34.07
2496	2021-08-05	34.07
2407	2021-08-05	32.7
2407	2021-08-05	32.7
2400	2021-08-05	30.51
2400	2021-08-05	30.51
2490	2021-08-05	32.54
2490	2021-08-05	32.54
2300	2021-08-05	42.47
2300	2021-08-05	42.47
2426	2021-08-05	32.44
2426	2021-08-05	32.44
2448	2021-08-05	37.81
2448	2021-08-05	37.81
2464	2021-08-05	28.62
2464	2021-08-05	28.62
2462	2021-08-05	37.57
2462	2021-08-05	37.57
2531	2021-08-05	34.6
2531	2021-08-05	34.6
2513	2021-08-05	39.37
2513	2021-08-05	39.37
2439	2021-08-05	29.85
2439	2021-08-05	29.85
2446	2021-08-05	31.54
2446	2021-08-05	31.54
2534	2021-08-05	34.42
2534	2021-08-05	34.42
2557	2021-08-05	29.85
2557	2021-08-05	29.85
2420	2021-08-05	33.74
2420	2021-08-05	33.74
2428	2021-08-05	34.53
2428	2021-08-05	34.53
2484	2021-08-05	37.32
2484	2021-08-05	37.32
2414	2021-08-05	37.31
2414	2021-08-05	37.31
2485	2021-08-05	29.91
2485	2021-08-05	29.91
2478	2021-08-05	32.98
2478	2021-08-05	32.98
2381	2021-08-05	37
2381	2021-08-05	37
2386	2021-08-05	33.68
2386	2021-08-05	33.68
2389	2021-08-05	35.96
2389	2021-08-05	35.96
2423	2021-08-05	24.3
2423	2021-08-05	24.3
2433	2021-08-05	29.31
2433	2021-08-05	29.31
2520	2021-08-05	35.46
2520	2021-08-05	35.46
2525	2021-08-05	32.17
2525	2021-08-05	32.17
2457	2021-08-05	37.45
2457	2021-08-05	37.45
2443	2021-08-05	36.69
2443	2021-08-05	36.69
2409	2021-08-05	31.75
2409	2021-08-05	31.75
2410	2021-08-05	37.44
2410	2021-08-05	37.44
2427	2021-08-05	31.66
2427	2021-08-05	31.66
2535	2021-08-05	34.45
2535	2021-08-05	34.45
2545	2021-08-05	36.55
2545	2021-08-05	36.55
2350	2021-08-05	25.93
2350	2021-08-05	25.93
2422	2021-08-05	35.67
2422	2021-08-05	35.67
2486	2021-08-05	32.44
2486	2021-08-05	32.44
2544	2021-08-05	38.29
2544	2021-08-05	38.29
2472	2021-08-05	32.07
2472	2021-08-05	32.07
2452	2021-08-05	35.63
2452	2021-08-05	35.63
2483	2021-08-05	32.68
2483	2021-08-05	32.68
2425	2021-08-05	32.19
2425	2021-08-05	32.19
2435	2021-08-05	38.19
2435	2021-08-05	38.19
2475	2021-08-05	35.59
2475	2021-08-05	35.59
2536	2021-08-05	26.36
2536	2021-08-05	26.36
2492	2021-08-05	36.89
2492	2021-08-05	36.89
2546	2021-08-05	36.38
2546	2021-08-05	36.38
2487	2021-08-05	20.68
2487	2021-08-05	20.68
2211	2021-08-05	29.45
2211	2021-08-05	29.45
2328	2021-08-05	51.4
2328	2021-08-05	51.4
2551	2021-08-05	31.76
2551	2021-08-05	31.76
2489	2021-08-05	39.99
2489	2021-08-05	39.99
2325	2021-08-05	51.62
2325	2021-08-05	51.62
2530	2021-08-05	39.42
2530	2021-08-05	39.42
2498	2021-08-05	38.28
2498	2021-08-05	38.28
2506	2021-08-05	37.23
2506	2021-08-05	37.23
2517	2021-08-05	40.26
2517	2021-08-05	40.26
2419	2021-08-05	35.46
2419	2021-08-05	35.46
2434	2021-08-05	26.91
2434	2021-08-05	26.91
2510	2021-08-05	40.82
2510	2021-08-05	40.82
2508	2021-08-05	31.53
2508	2021-08-05	31.53
2537	2021-08-05	40.47
2537	2021-08-05	40.47
2477	2021-08-05	40.29
2477	2021-08-05	40.29
2512	2021-08-05	34.74
2512	2021-08-05	34.74
2524	2021-08-05	34
2524	2021-08-05	34
2481	2021-08-05	31.83
2481	2021-08-05	31.83
2539	2021-08-05	30.41
2539	2021-08-05	30.41
2519	2021-08-05	33.92
2519	2021-08-05	33.92
2480	2021-08-05	43.24
2480	2021-08-05	43.24
2532	2021-08-05	32.75
2532	2021-08-05	32.75
2503	2021-08-05	35.75
2503	2021-08-05	35.75
2436	2021-08-05	28.38
2436	2021-08-05	28.38
2444	2021-08-05	32.09
2444	2021-08-05	32.09
2459	2021-08-05	37.76
2459	2021-08-05	37.76
2550	2021-08-05	32.35
2550	2021-08-05	32.35
2526	2021-08-05	35.68
2526	2021-08-05	35.68
2470	2021-08-05	26.96
2470	2021-08-05	26.96
2502	2021-08-05	41.43
2502	2021-08-05	41.43
2540	2021-08-05	28.69
2540	2021-08-05	28.69
2555	2021-08-05	41.09
2555	2021-08-05	41.09
2549	2021-08-05	35.15
2549	2021-08-05	35.15
2504	2021-08-05	44.42
2504	2021-08-05	44.42
2461	2021-08-05	38.36
2461	2021-08-05	38.36
2494	2021-08-05	42.2
2494	2021-08-05	42.2
2404	2021-08-05	42.01
2404	2021-08-05	42.01
2553	2021-08-05	31.39
2553	2021-08-05	31.39
2237	2021-08-05	27.41
2237	2021-08-05	27.41
2561	2021-08-05	36.9
2561	2021-08-05	36.9
2405	2021-08-05	32.15
2405	2021-08-05	32.15
2072	2021-08-05	37.45
2072	2021-08-05	37.45
2288	2021-08-05	48.43
2288	2021-08-05	48.43
2029	2021-08-05	26.29
2029	2021-08-05	26.29
3546	2021-08-05	44.36
3546	2021-08-05	44.36
2238	2021-08-05	42.54
2238	2021-08-05	42.54
2312	2021-08-05	41.7
2312	2021-08-05	41.7
2295	2021-08-05	41.49
2295	2021-08-05	41.49
2121	2021-08-05	49.13
2121	2021-08-05	49.13
2081	2021-08-05	42.54
2081	2021-08-05	42.54
2175	2021-08-05	49.04
2175	2021-08-05	49.04
2086	2021-08-05	54.57
2086	2021-08-05	54.57
2104	2021-08-05	48.61
2104	2021-08-05	48.61
2083	2021-08-05	49.25
2083	2021-08-05	49.25
2039	2021-08-05	41.48
2039	2021-08-05	41.48
3568	2021-08-05	35.26
3568	2021-08-05	35.26
2298	2021-08-05	39.58
2298	2021-08-05	39.58
2049	2021-08-05	39.71
2049	2021-08-05	39.71
2184	2021-08-05	22
2184	2021-08-05	22
2248	2021-08-05	34.56
2248	2021-08-05	34.56
2232	2021-08-05	27.86
2232	2021-08-05	27.86
2235	2021-08-05	37.68
2235	2021-08-05	37.68
2257	2021-08-05	35.62
2257	2021-08-05	35.62
2140	2021-08-05	55.37
2140	2021-08-05	55.37
9934	2021-08-05	55.45
9934	2021-08-05	55.45
2101	2021-08-05	40.15
2101	2021-08-05	40.15
2063	2021-08-05	50.15
2063	2021-08-05	50.15
2314	2021-08-05	47.3
2314	2021-08-05	47.3
2216	2021-08-05	45.83
2216	2021-08-05	45.83
2133	2021-08-05	43.02
2133	2021-08-05	43.02
2091	2021-08-05	50.51
2091	2021-08-05	50.51
2360	2021-08-05	43.91
2360	2021-08-05	43.91
3577	2021-08-05	38.33
3577	2021-08-05	38.33
2289	2021-08-05	49.39
2289	2021-08-05	49.39
2256	2021-08-05	47.45
2256	2021-08-05	47.45
2150	2021-08-05	48.3
2150	2021-08-05	48.3
2332	2021-08-05	47.21
2332	2021-08-05	47.21
2240	2021-08-05	25.99
2240	2021-08-05	25.99
2267	2021-08-05	31.74
2267	2021-08-05	31.74
2097	2021-08-05	52.2
2097	2021-08-05	52.2
2135	2021-08-05	53.28
2135	2021-08-05	53.28
2094	2021-08-05	51.99
2094	2021-08-05	51.99
2265	2021-08-05	34.28
2265	2021-08-05	34.28
2036	2021-08-05	30.4
2036	2021-08-05	30.4
2269	2021-08-05	33.92
2269	2021-08-05	33.92
2316	2021-08-05	42.57
2316	2021-08-05	42.57
2102	2021-08-05	35.93
2102	2021-08-05	35.93
990	2021-08-05	36.7
990	2021-08-05	36.7
2429	2021-08-05	23.29
2429	2021-08-05	23.29
159	2021-08-05	38.28
159	2021-08-05	38.28
2198	2021-08-05	36.68
2198	2021-08-05	36.68
2373	2021-08-05	44.76
2373	2021-08-05	44.76
9926	2021-08-05	51.06
9926	2021-08-05	51.06
2252	2021-08-05	27.6
2252	2021-08-05	27.6
2019	2021-08-05	51.56
2019	2021-08-05	51.56
2263	2021-08-05	41.94
2263	2021-08-05	41.94
3382	2021-08-05	41.36
3382	2021-08-05	41.36
231	2021-08-05	30.56
231	2021-08-05	30.56
2282	2021-08-05	38.17
2282	2021-08-05	38.17
2214	2021-08-05	38.69
2214	2021-08-05	38.69
2355	2021-08-05	42.55
2355	2021-08-05	42.55
2050	2021-08-05	39.04
2050	2021-08-05	39.04
3419	2021-08-05	46.27
3419	2021-08-05	46.27
2111	2021-08-05	31.4
2111	2021-08-05	31.4
2131	2021-08-05	40.97
2131	2021-08-05	40.97
1190	2021-08-05	42.58
1190	2021-08-05	42.58
2162	2021-08-05	56.11
2162	2021-08-05	56.11
2074	2021-08-05	41.18
2074	2021-08-05	41.18
2173	2021-08-05	54.62
2173	2021-08-05	54.62
2044	2021-08-05	38.83
2044	2021-08-05	38.83
2370	2021-08-05	48.56
2370	2021-08-05	48.56
2051	2021-08-05	40.67
2051	2021-08-05	40.67
266	2021-08-05	29.13
266	2021-08-05	29.13
9930	2021-08-05	58.79
9930	2021-08-05	58.79
3394	2021-08-05	34.18
3394	2021-08-05	34.18
2088	2021-08-05	43
2088	2021-08-05	43
2253	2021-08-05	55.23
2253	2021-08-05	55.23
2305	2021-08-05	49.07
2305	2021-08-05	49.07
2342	2021-08-05	41.16
2342	2021-08-05	41.16
2264	2021-08-05	37.46
2264	2021-08-05	37.46
2348	2021-08-05	47.75
2348	2021-08-05	47.75
9917	2021-08-05	47.54
9917	2021-08-05	47.54
2185	2021-08-05	31.29
2185	2021-08-05	31.29
2132	2021-08-05	48.36
2132	2021-08-05	48.36
2258	2021-08-05	50.81
2258	2021-08-05	50.81
2310	2021-08-05	37.82
2310	2021-08-05	37.82
2261	2021-08-05	38.11
2261	2021-08-05	38.11
2311	2021-08-05	48.15
2311	2021-08-05	48.15
2306	2021-08-05	34.14
2306	2021-08-05	34.14
2043	2021-08-05	33.65
2043	2021-08-05	33.65
2275	2021-08-05	36.13
2275	2021-08-05	36.13
2249	2021-08-05	38.39
2249	2021-08-05	38.39
2084	2021-08-05	33.91
2084	2021-08-05	33.91
2245	2021-08-05	13.28
2245	2021-08-05	13.28
1172	2021-08-05	53.76
1172	2021-08-05	53.76
2046	2021-08-05	24.7
2046	2021-08-05	24.7
2299	2021-08-05	35
2299	2021-08-05	35
2294	2021-08-05	48.38
2294	2021-08-05	48.38
2387	2021-08-05	27.4
2387	2021-08-05	27.4
2096	2021-08-05	52.6
2096	2021-08-05	52.6
2262	2021-08-05	48.64
2262	2021-08-05	48.64
2011	2021-08-05	26.03
2011	2021-08-05	26.03
2065	2021-08-05	45.05
2065	2021-08-05	45.05
2234	2021-08-05	38.95
2234	2021-08-05	38.95
2247	2021-08-05	44.79
2247	2021-08-05	44.79
2287	2021-08-05	34.44
2287	2021-08-05	34.44
2212	2021-08-05	30.09
2212	2021-08-05	30.09
2292	2021-08-05	46.35
2292	2021-08-05	46.35
2279	2021-08-05	46.15
2279	2021-08-05	46.15
2134	2021-08-05	42.5
2134	2021-08-05	42.5
3384	2021-08-05	32.99
3384	2021-08-05	32.99
9923	2021-08-05	56.65
9923	2021-08-05	56.65
2308	2021-08-05	49.66
2308	2021-08-05	49.66
357	2021-08-05	34.11
357	2021-08-05	34.11
2075	2021-08-05	49.45
2075	2021-08-05	49.45
2157	2021-08-05	31.53
2157	2021-08-05	31.53
2242	2021-08-05	38.23
2242	2021-08-05	38.23
2219	2021-08-05	29.8
2219	2021-08-05	29.8
2201	2021-08-05	45.55
2201	2021-08-05	45.55
2301	2021-08-05	48.87
2301	2021-08-05	48.87
2137	2021-08-05	44.47
2137	2021-08-05	44.47
2315	2021-08-05	45.45
2315	2021-08-05	45.45
2145	2021-08-05	54.53
2145	2021-08-05	54.53
2045	2021-08-05	37.83
2045	2021-08-05	37.83
2114	2021-08-05	43.14
2114	2021-08-05	43.14
2095	2021-08-05	48.3
2095	2021-08-05	48.3
2144	2021-08-05	13.74
2144	2021-08-05	13.74
1166	2021-08-05	17.68
2564	2021-08-05	14.08
2103	2021-08-05	0.16
313	2021-08-06	35.9
313	2021-08-06	35.9
2586	2021-08-06	35.51
2586	2021-08-06	35.51
2573	2021-08-06	16.57
2573	2021-08-06	16.57
2567	2021-08-06	19.91
2567	2021-08-06	19.91
2336	2021-08-06	40.27
2336	2021-08-06	40.27
2568	2021-08-06	29.48
2568	2021-08-06	29.48
2571	2021-08-06	17.36
2571	2021-08-06	17.36
2543	2021-08-06	17.25
2543	2021-08-06	17.25
2329	2021-08-06	23.18
2329	2021-08-06	23.18
1192	2021-08-06	42.3
1192	2021-08-06	42.3
2563	2021-08-06	12.18
2388	2021-08-06	17.33
2388	2021-08-06	17.33
2564	2021-08-06	31.8
2564	2021-08-06	31.8
2375	2021-08-06	45.55
2375	2021-08-06	45.55
2382	2021-08-06	36.96
2382	2021-08-06	36.96
2149	2021-08-06	32.93
2149	2021-08-06	32.93
2320	2021-08-06	41.69
2320	2021-08-06	41.69
2100	2021-08-06	45.86
2100	2021-08-06	45.86
2371	2021-08-06	31.27
2371	2021-08-06	31.27
2379	2021-08-06	17.37
2379	2021-08-06	17.37
2356	2021-08-06	32.77
2356	2021-08-06	32.77
2103	2021-08-06	0.07
2103	2021-08-06	0.07
2176	2021-08-06	39.75
2176	2021-08-06	39.75
2136	2021-08-06	51.07
2136	2021-08-06	51.07
2166	2021-08-06	44.07
2166	2021-08-06	44.07
2326	2021-08-06	53.82
2326	2021-08-06	53.82
2566	2021-08-06	21.3
2566	2021-08-06	21.3
3571	2021-08-06	44.92
3571	2021-08-06	44.92
2330	2021-08-06	36.31
2330	2021-08-06	36.31
223	2021-08-06	23.52
223	2021-08-06	23.52
2277	2021-08-06	30.08
2277	2021-08-06	30.08
2110	2021-08-06	27.66
2110	2021-08-06	27.66
2424	2021-08-06	15.6
2424	2021-08-06	15.6
2108	2021-08-06	42.49
2108	2021-08-06	42.49
266	2021-08-06	13.85
266	2021-08-06	13.85
2562	2021-08-06	10.19
2562	2021-08-06	10.19
2556	2021-08-06	34.59
2556	2021-08-06	34.59
2251	2021-08-06	16.69
2251	2021-08-06	16.69
311	2021-08-06	13.25
311	2021-08-06	13.25
2024	2021-08-06	25.57
2024	2021-08-06	25.57
1200	2021-08-06	35.59
1200	2021-08-06	35.59
342	2021-08-06	14.99
342	2021-08-06	14.99
1165	2021-08-06	27.02
1165	2021-08-06	27.02
115	2021-08-06	33.25
115	2021-08-06	33.25
3551	2021-08-06	25.63
3551	2021-08-06	25.63
2349	2021-08-06	38.14
2349	2021-08-06	38.14
2416	2021-08-06	25.07
2416	2021-08-06	25.07
2153	2021-08-06	18.35
2153	2021-08-06	18.35
3544	2021-08-06	19.38
3544	2021-08-06	19.38
2213	2021-08-06	16.73
2213	2021-08-06	16.73
2231	2021-08-06	34.87
2231	2021-08-06	34.87
2144	2021-08-06	27.28
2144	2021-08-06	27.28
2338	2021-08-06	38
2338	2021-08-06	38
2474	2021-08-06	31.02
2474	2021-08-06	31.02
2239	2021-08-06	22.17
2239	2021-08-06	22.17
2276	2021-08-06	36.7
2276	2021-08-06	36.7
326	2021-08-06	15.2
326	2021-08-06	15.2
215	2021-08-06	19.57
215	2021-08-06	19.57
2090	2021-08-06	13.17
2090	2021-08-06	13.17
1168	2021-08-06	12.11
1168	2021-08-06	12.11
2038	2021-08-06	32.38
2038	2021-08-06	32.38
2327	2021-08-06	19.08
2327	2021-08-06	19.08
2217	2021-08-06	16.67
2217	2021-08-06	16.67
2000	2021-08-06	28.81
2000	2021-08-06	28.81
2415	2021-08-06	17.87
2415	2021-08-06	17.87
3392	2021-08-06	32.28
3392	2021-08-06	32.28
2199	2021-08-06	15.26
2199	2021-08-06	15.26
2159	2021-08-06	13.38
2159	2021-08-06	13.38
2177	2021-08-06	39.47
2177	2021-08-06	39.47
2190	2021-08-06	23.47
2190	2021-08-06	23.47
2202	2021-08-06	14.36
2202	2021-08-06	14.36
2064	2021-08-06	21.39
2064	2021-08-06	21.39
2151	2021-08-06	28.17
2151	2021-08-06	28.17
2322	2021-08-06	37.43
2322	2021-08-06	37.43
1193	2021-08-06	9.19
1193	2021-08-06	9.19
2023	2021-08-06	34.88
2023	2021-08-06	34.88
1152	2021-08-06	25.54
1152	2021-08-06	25.54
2139	2021-08-06	26.66
2139	2021-08-06	26.66
2218	2021-08-06	19.49
2218	2021-08-06	19.49
2170	2021-08-06	16.85
2170	2021-08-06	16.85
2254	2021-08-06	40.33
2254	2021-08-06	40.33
3552	2021-08-06	26.89
3552	2021-08-06	26.89
258	2021-08-06	29.46
258	2021-08-06	29.46
2120	2021-08-06	21.8
2120	2021-08-06	21.8
331	2021-08-06	25.41
331	2021-08-06	25.41
2398	2021-08-06	30.74
2398	2021-08-06	30.74
3578	2021-08-06	28.24
3578	2021-08-06	28.24
2031	2021-08-06	12.99
2031	2021-08-06	12.99
2363	2021-08-06	25.86
2363	2021-08-06	25.86
2073	2021-08-06	22.72
2073	2021-08-06	22.72
3404	2021-08-06	19.75
3404	2021-08-06	19.75
2046	2021-08-06	25.12
2046	2021-08-06	25.12
2321	2021-08-06	30.09
2321	2021-08-06	30.09
2421	2021-08-06	29.62
2421	2021-08-06	29.62
2056	2021-08-06	32.47
2056	2021-08-06	32.47
2215	2021-08-06	26.47
2215	2021-08-06	26.47
2208	2021-08-06	24.17
2208	2021-08-06	24.17
3396	2021-08-06	30.86
3396	2021-08-06	30.86
1186	2021-08-06	21.23
1186	2021-08-06	21.23
2192	2021-08-06	16.6
2192	2021-08-06	16.6
2007	2021-08-06	16.99
2007	2021-08-06	16.99
2429	2021-08-06	25.72
2429	2021-08-06	25.72
2005	2021-08-06	24.78
2005	2021-08-06	24.78
2495	2021-08-06	16.17
2495	2021-08-06	16.17
9938	2021-08-06	24.85
9938	2021-08-06	24.85
9927	2021-08-06	33.58
9927	2021-08-06	33.58
2350	2021-08-06	13.09
2350	2021-08-06	13.09
2529	2021-08-06	40.21
2529	2021-08-06	40.21
2222	2021-08-06	32.47
2222	2021-08-06	32.47
2523	2021-08-06	32.47
2523	2021-08-06	32.47
2402	2021-08-06	33.1
2402	2021-08-06	33.1
2146	2021-08-06	42.62
2146	2021-08-06	42.62
2444	2021-08-06	34.54
2444	2021-08-06	34.54
2460	2021-08-06	34.16
2460	2021-08-06	34.16
2528	2021-08-06	29.68
2528	2021-08-06	29.68
2535	2021-08-06	34.23
2535	2021-08-06	34.23
2411	2021-08-06	25.15
2411	2021-08-06	25.15
2533	2021-08-06	35.85
2533	2021-08-06	35.85
2179	2021-08-06	15.14
2179	2021-08-06	15.14
2482	2021-08-06	38.54
2482	2021-08-06	38.54
2513	2021-08-06	21.46
2513	2021-08-06	21.46
2508	2021-08-06	27
2508	2021-08-06	27
2413	2021-08-06	32.28
2413	2021-08-06	32.28
2433	2021-08-06	14.59
2433	2021-08-06	14.59
2449	2021-08-06	31.8
2449	2021-08-06	31.8
2432	2021-08-06	33.58
2432	2021-08-06	33.58
2434	2021-08-06	26.17
2434	2021-08-06	26.17
2300	2021-08-06	44.39
2300	2021-08-06	44.39
2527	2021-08-06	31.26
2527	2021-08-06	31.26
2503	2021-08-06	36.28
2503	2021-08-06	36.28
2531	2021-08-06	33.89
2531	2021-08-06	33.89
2410	2021-08-06	18.76
2410	2021-08-06	18.76
2475	2021-08-06	34.53
2475	2021-08-06	34.53
2491	2021-08-06	22.64
2491	2021-08-06	22.64
2431	2021-08-06	33.21
2431	2021-08-06	33.21
2478	2021-08-06	34.71
2478	2021-08-06	34.71
2496	2021-08-06	34.53
2496	2021-08-06	34.53
2422	2021-08-06	35.05
2422	2021-08-06	35.05
2546	2021-08-06	35.62
2546	2021-08-06	35.62
2486	2021-08-06	37.79
2486	2021-08-06	37.79
2407	2021-08-06	32.41
2407	2021-08-06	32.41
2542	2021-08-06	42.77
2542	2021-08-06	42.77
2442	2021-08-06	32.16
2442	2021-08-06	32.16
2400	2021-08-06	27.2
2400	2021-08-06	27.2
2446	2021-08-06	30.92
2446	2021-08-06	30.92
2551	2021-08-06	33.94
2551	2021-08-06	33.94
2451	2021-08-06	23.97
2451	2021-08-06	23.97
2545	2021-08-06	36.52
2545	2021-08-06	36.52
2553	2021-08-06	17.36
2553	2021-08-06	17.36
2530	2021-08-06	19.31
2530	2021-08-06	19.31
2537	2021-08-06	19.3
2537	2021-08-06	19.3
2469	2021-08-06	44.05
2469	2021-08-06	44.05
2439	2021-08-06	15.97
2439	2021-08-06	15.97
2481	2021-08-06	31.07
2481	2021-08-06	31.07
2463	2021-08-06	30.1
2463	2021-08-06	30.1
2448	2021-08-06	37.93
2448	2021-08-06	37.93
2386	2021-08-06	34.05
2386	2021-08-06	34.05
2484	2021-08-06	18.61
2484	2021-08-06	18.61
2426	2021-08-06	31.68
2426	2021-08-06	31.68
2428	2021-08-06	37.21
2428	2021-08-06	37.21
2237	2021-08-06	28.45
2237	2021-08-06	28.45
2459	2021-08-06	40.07
2459	2021-08-06	40.07
2404	2021-08-06	41.51
2404	2021-08-06	41.51
2381	2021-08-06	35.33
2381	2021-08-06	35.33
2452	2021-08-06	33.74
2452	2021-08-06	33.74
2536	2021-08-06	25.6
2536	2021-08-06	25.6
2399	2021-08-06	33.05
2399	2021-08-06	33.05
2539	2021-08-06	30.86
2539	2021-08-06	30.86
2325	2021-08-06	50.88
2325	2021-08-06	50.88
2517	2021-08-06	40.52
2517	2021-08-06	40.52
2462	2021-08-06	22.45
2462	2021-08-06	22.45
2506	2021-08-06	37.34
2506	2021-08-06	37.34
2440	2021-08-06	29.31
2440	2021-08-06	29.31
2437	2021-08-06	35.87
2437	2021-08-06	35.87
2419	2021-08-06	19.39
2419	2021-08-06	19.39
2510	2021-08-06	20.96
2510	2021-08-06	20.96
2494	2021-08-06	23
2494	2021-08-06	23
2470	2021-08-06	27.83
2470	2021-08-06	27.83
2489	2021-08-06	21.65
2489	2021-08-06	21.65
2509	2021-08-06	45.17
2509	2021-08-06	45.17
2389	2021-08-06	35.82
2389	2021-08-06	35.82
2211	2021-08-06	30.15
2211	2021-08-06	30.15
2420	2021-08-06	33.7
2420	2021-08-06	33.7
2472	2021-08-06	32.57
2472	2021-08-06	32.57
2383	2021-08-06	36.62
2383	2021-08-06	36.62
2480	2021-08-06	41.45
2480	2021-08-06	41.45
2436	2021-08-06	29.33
2436	2021-08-06	29.33
2425	2021-08-06	29.07
2425	2021-08-06	29.07
2328	2021-08-06	49.54
2328	2021-08-06	49.54
2483	2021-08-06	33
2483	2021-08-06	33
2519	2021-08-06	32.75
2519	2021-08-06	32.75
2487	2021-08-06	37.12
2487	2021-08-06	37.12
