ID	MATR	DNASC	DPAR	LATT	Evento	GLAT	Data	Nota
3566	IT018990163566  	2015-11-17	2019-06-13	2	PAREGG     	155	2019-11-15	OK              
3566	IT018990163566  	2015-11-17	2019-06-13	2	SPOST      	275	2020-03-14	D002A001        
3566	IT018990163566  	2015-11-17	2019-06-13	2	ASC        	347	2020-05-25	                
3566	IT018990163566  	2015-11-17	2020-07-10	3	PARTO      	0	2020-07-10	                
3566	IT018990163566  	2015-11-17	2020-07-10	3	PAPOD      	19	2020-07-29	AS              
3566	IT018990163566  	2015-11-17	2020-07-10	3	SPOST      	28	2020-08-07	D004A002        
3566	IT018990163566  	2015-11-17	2020-07-10	3	MAST       	29	2020-08-08	MASTIPDA        
3566	IT018990163566  	2015-11-17	2020-07-10	3	OK         	35	2020-08-14	-               
3566	IT018990163566  	2015-11-17	2020-07-10	3	VUOTA      	81	2020-09-29	KLAEBO          
3566	IT018990163566  	2015-11-17	2020-07-10	3	GRAV       	116	2020-11-03	BELDING         
3566	IT018990163566  	2015-11-17	2020-07-10	3	PAREGG     	208	2021-02-03	OK              
3566	IT018990163566  	2015-11-17	2020-07-10	3	SPOST      	285	2021-04-21	D002A001        
3566	IT018990163566  	2015-11-17	2020-07-10	3	ASC        	335	2021-06-10	                
3566	IT018990163566  	2015-11-17	2021-08-07	4	PARTO      	0	2021-08-07	                
3566	IT018990163566  	2015-11-17	2021-08-07	4	PAPOD      	25	2021-09-01	AS              
3566	IT018990163566  	2015-11-17	2021-08-07	4	OK         	27	2021-09-03	-               
3566	IT018990163566  	2015-11-17	2021-08-07	4	VEND       	34	2021-09-10	2021
3568	IT018990163568  	2015-11-18	2019-01-06	2	SPOST      	238	2019-09-01	D003A001        
3568	IT018990163568  	2015-11-18	2019-01-06	2	PAREGG     	275	2019-10-08	OK              
3568	IT018990163568  	2015-11-18	2019-01-06	2	ASC        	307	2019-11-09	RILEX           
3568	IT018990163568  	2015-11-18	2020-01-03	3	PARTO      	0	2020-01-03	                
3568	IT018990163568  	2015-11-18	2020-01-03	3	SPOST      	12	2020-01-15	D004A002        
3568	IT018990163568  	2015-11-18	2020-01-03	3	RICNT      	21	2020-01-24	PG X 3          
3568	IT018990163568  	2015-11-18	2020-01-03	3	OK         	28	2020-01-31	-               
3568	IT018990163568  	2015-11-18	2020-01-03	3	OK         	42	2020-02-14	-               
3568	IT018990163568  	2015-11-18	2020-01-03	3	GRAV       	81	2020-03-24	EXPAT           
3568	IT018990163568  	2015-11-18	2020-01-03	3	PAREGG     	115	2020-04-27	OK              
3568	IT018990163568  	2015-11-18	2020-01-03	3	ABORTO     	175	2020-06-26	PG              
3568	IT018990163568  	2015-11-18	2020-01-03	3	GRAV       	179	2020-06-30	IMPLURAN        
3568	IT018990163568  	2015-11-18	2020-01-03	3	SPOST      	280	2020-10-09	D002A001        
3568	IT018990163568  	2015-11-18	2020-01-03	3	PAREGG     	363	2020-12-31	OK              
3568	IT018990163568  	2015-11-18	2020-01-03	3	ASC        	383	2021-01-20	                
3568	IT018990163568  	2015-11-18	2021-04-15	4	PARTO      	0	2021-04-15	                
3568	IT018990163568  	2015-11-18	2021-04-15	4	SPOST      	22	2021-05-07	D004A002        
3568	IT018990163568  	2015-11-18	2021-04-15	4	RICNT      	22	2021-05-07	PG              
3568	IT018990163568  	2015-11-18	2021-04-15	4	RICNT      	29	2021-05-14	PG              
3568	IT018990163568  	2015-11-18	2021-04-15	4	RICNT      	36	2021-05-21	PG              
3568	IT018990163568  	2015-11-18	2021-04-15	4	OK         	43	2021-05-28	-               
3568	IT018990163568  	2015-11-18	2021-04-15	4	OK         	50	2021-06-04	-               
3568	IT018990163568  	2015-11-18	2021-04-15	4	VUOTA      	82	2021-07-06	BBBELGA         
3568	IT018990163568  	2015-11-18	2021-04-15	4	VUOTA      	114	2021-08-07	IMPLURAN        
3568	IT018990163568  	2015-11-18	2021-04-15	4	PAPOD      	139	2021-09-01	PS              
3568	IT018990163568  	2015-11-18	2021-04-15	4	FEC        	141	2021-09-03	BBBELGA         
3571	IT018990163571  	2015-11-23	2019-07-03	2	OK         	44	2019-08-16	-               
3571	IT018990163571  	2015-11-23	2019-07-03	2	GRAV       	83	2019-09-24	MONTOYA         
3571	IT018990163571  	2015-11-23	2019-07-03	2	PAREGG     	103	2019-10-14	OK              
3571	IT018990163571  	2015-11-23	2019-07-03	2	OK         	177	2019-12-27	94 GG           
3571	IT018990163571  	2015-11-23	2019-07-03	2	SPOST      	255	2020-03-14	D002A001        
3571	IT018990163571  	2015-11-23	2019-07-03	2	ASC        	310	2020-05-08	NO-ANTIB        
3571	IT018990163571  	2015-11-23	2020-06-25	3	PARTO      	0	2020-06-25	                
3571	IT018990163571  	2015-11-23	2020-06-25	3	OK         	22	2020-07-17	-               
3571	IT018990163571  	2015-11-23	2020-06-25	3	SPOST      	23	2020-07-18	D004A002        
3571	IT018990163571  	2015-11-23	2020-06-25	3	PAPOD      	34	2020-07-29	PD              
3571	IT018990163571  	2015-11-23	2020-06-25	3	OK         	50	2020-08-14	-               
3571	IT018990163571  	2015-11-23	2020-06-25	3	PAPOD      	69	2020-09-02	PS              
3571	IT018990163571  	2015-11-23	2020-06-25	3	VUOTA      	82	2020-09-15	PLEDGE          
3571	IT018990163571  	2015-11-23	2020-06-25	3	PAPOD      	104	2020-10-07	PD              
3571	IT018990163571  	2015-11-23	2020-06-25	3	GRAV       	108	2020-10-11	KLAEBO          
3571	IT018990163571  	2015-11-23	2020-06-25	3	SPOST      	236	2021-02-16	D002A001        
3571	IT018990163571  	2015-11-23	2020-06-25	3	ASC        	322	2021-05-13	NOROSEAL        
3571	IT018990163571  	2015-11-23	2021-07-19	4	PARTO      	0	2021-07-19	                
3571	IT018990163571  	2015-11-23	2021-07-19	4	PAPOD      	16	2021-08-04	PD              
3571	IT018990163571  	2015-11-23	2021-07-19	4	SPOST      	19	2021-08-07	D004A002        
3571	IT018990163571  	2015-11-23	2021-07-19	4	OK         	25	2021-08-13	-               
3573	IT018990163573  	2015-11-24	2019-04-17	2	CAPEZ3     	108	2019-08-03	ADXPERSO        
3573	IT018990163573  	2015-11-24	2019-04-17	2	VUOTA      	135	2019-08-30	RONDON          
3573	IT018990163573  	2015-11-24	2019-04-17	2	VUOTA      	169	2019-10-03	MONTOYA         
3573	IT018990163573  	2015-11-24	2019-04-17	2	GRAV       	192	2019-10-26	IMPLURAN        
3573	IT018990163573  	2015-11-24	2019-04-17	2	SPOST      	343	2020-03-25	D002A001        
3573	IT018990163573  	2015-11-24	2019-04-17	2	ASC        	404	2020-05-25	     3/4
3573	IT018990163573  	2015-11-24	2020-08-02	3	PARTO      	0	2020-08-02	                
3573	IT018990163573  	2015-11-24	2020-08-02	3	SPOST      	15	2020-08-17	D004A002        
3573	IT018990163573  	2015-11-24	2020-08-02	3	OK         	26	2020-08-28	-               
3573	IT018990163573  	2015-11-24	2020-08-02	3	PAPOD      	31	2020-09-02	PS              
3573	IT018990163573  	2015-11-24	2020-08-02	3	MAST       	62	2020-10-03	MASTIPSP        
3573	IT018990163573  	2015-11-24	2020-08-02	3	VUOTA      	79	2020-10-20	EXPLOSIO        
3573	IT018990163573  	2015-11-24	2020-08-02	3	VUOTA      	114	2020-11-24	BBBELGA         
3573	IT018990163573  	2015-11-24	2020-08-02	3	VUOTA      	150	2020-12-30	BBBELGA         
3573	IT018990163573  	2015-11-24	2020-08-02	3	PAREGG     	185	2021-02-03	OK              
3573	IT018990163573  	2015-11-24	2020-08-02	3	CISTI      	187	2021-02-05	GNR             
3573	IT018990163573  	2015-11-24	2020-08-02	3	CISTI      	188	2021-02-06	CORULON         
3573	IT018990163573  	2015-11-24	2020-08-02	3	GRAV       	198	2021-02-16	IMPLURAN        
3573	IT018990163573  	2015-11-24	2020-08-02	3	SPOST      	293	2021-05-22	D002A001        
3573	IT018990163573  	2015-11-24	2020-08-02	3	MAST       	312	2021-06-10	MASTIPSP        
3573	IT018990163573  	2015-11-24	2020-08-02	3	VEND       	344	2021-07-12	2021
3577	IT018990163577  	2015-11-27	2018-12-20	2	SPOST      	254	2019-08-31	D002A001        
3577	IT018990163577  	2015-11-27	2018-12-20	2	PAREGG     	280	2019-09-26	OK              
3577	IT018990163577  	2015-11-27	2018-12-20	2	ASC        	327	2019-11-12	RILEX           
3577	IT018990163577  	2015-11-27	2020-01-01	3	PARTO      	0	2020-01-01	                
3577	IT018990163577  	2015-11-27	2020-01-01	3	RITPLAC    	0	2020-01-01	EX+ERGO         
3577	IT018990163577  	2015-11-27	2020-01-01	3	RICNT      	23	2020-01-24	3PG             
3577	IT018990163577  	2015-11-27	2020-01-01	3	SPOST      	23	2020-01-24	D004A002        
3577	IT018990163577  	2015-11-27	2020-01-01	3	METR       	27	2020-01-28	OSSI-50         
3577	IT018990163577  	2015-11-27	2020-01-01	3	OK         	37	2020-02-07	-               
3577	IT018990163577  	2015-11-27	2020-01-01	3	OK         	51	2020-02-21	-               
3577	IT018990163577  	2015-11-27	2020-01-01	3	GRAV       	83	2020-03-24	EXPAT           
3577	IT018990163577  	2015-11-27	2020-01-01	3	PAREGG     	117	2020-04-27	OK              
3577	IT018990163577  	2015-11-27	2020-01-01	3	SPOST      	137	2020-05-17	D002A001        
3577	IT018990163577  	2015-11-27	2020-01-01	3	SPOST      	180	2020-06-29	D001A004        
3577	IT018990163577  	2015-11-27	2020-01-01	3	SPOST      	191	2020-07-10	D004A001        
3577	IT018990163577  	2015-11-27	2020-01-01	3	PAPOD      	280	2020-10-07	PD              
3577	IT018990163577  	2015-11-27	2020-01-01	3	ASC        	296	2020-10-23	                
3577	IT018990163577  	2015-11-27	2020-12-31	4	PARTO      	0	2020-12-31	                
3577	IT018990163577  	2015-11-27	2020-12-31	4	SPOST      	21	2021-01-21	D004A002        
3577	IT018990163577  	2015-11-27	2020-12-31	4	OK         	22	2021-01-22	-               
3577	IT018990163577  	2015-11-27	2020-12-31	4	MAST       	23	2021-01-23	MASTIPSA        
3577	IT018990163577  	2015-11-27	2020-12-31	4	MAST       	55	2021-02-24	MASTIPSA        
3577	IT018990163577  	2015-11-27	2020-12-31	4	VUOTA      	81	2021-03-22	IMPLURAN        
3577	IT018990163577  	2015-11-27	2020-12-31	4	PAREGG     	97	2021-04-07	OK              
3577	IT018990163577  	2015-11-27	2020-12-31	4	GRAV       	103	2021-04-13	IMPLURAN        
3578	IT018990163578  	2015-11-28	2018-09-26	1	MAST       	340	2019-09-01	MASTIPSA        
3578	IT018990163578  	2015-11-28	2018-09-26	1	PAPOD      	365	2019-09-26	PS+PD           
3578	IT018990163578  	2015-11-28	2018-09-26	1	SPOST      	397	2019-10-28	D003A001        
3578	IT018990163578  	2015-11-28	2018-09-26	1	ASC        	433	2019-12-03	RILEX           
3578	IT018990163578  	2015-11-28	2020-01-31	2	PARTO      	0	2020-01-31	                
3578	IT018990163578  	2015-11-28	2020-01-31	2	SPOST      	14	2020-02-14	D004A002        
3578	IT018990163578  	2015-11-28	2020-01-31	2	RICNT      	21	2020-02-21	PG              
3578	IT018990163578  	2015-11-28	2020-01-31	2	OK         	28	2020-02-28	-               
3578	IT018990163578  	2015-11-28	2020-01-31	2	RICNT      	49	2020-03-20	PG              
3578	IT018990163578  	2015-11-28	2020-01-31	2	MAST       	50	2020-03-21	MICO-SA         
3578	IT018990163578  	2015-11-28	2020-01-31	2	MAST       	72	2020-04-12	AS+ADSIN        
3578	IT018990163578  	2015-11-28	2020-01-31	2	GRAV       	81	2020-04-21	ACTOR           
3578	IT018990163578  	2015-11-28	2020-01-31	2	PAPOD      	117	2020-05-27	PSD             
3578	IT018990163578  	2015-11-28	2020-01-31	2	SPOST      	263	2020-10-20	D002A001        
3578	IT018990163578  	2015-11-28	2020-01-31	2	PAPOD      	278	2020-11-04	PS              
3578	IT018990163578  	2015-11-28	2020-01-31	2	MAST       	289	2020-11-15	MASTIPD         
3578	IT018990163578  	2015-11-28	2020-01-31	2	ASC        	294	2020-11-20	                
3578	IT018990163578  	2015-11-28	2021-01-19	3	PARTO      	0	2021-01-19	                
3578	IT018990163578  	2015-11-28	2021-01-19	3	SPOST      	18	2021-02-06	D004A002        
3578	IT018990163578  	2015-11-28	2021-01-19	3	OK         	24	2021-02-12	-               
3578	IT018990163578  	2015-11-28	2021-01-19	3	MAST       	70	2021-03-30	MASTIPSA        
3578	IT018990163578  	2015-11-28	2021-01-19	3	VUOTA      	77	2021-04-06	IMPLURAN        
3578	IT018990163578  	2015-11-28	2021-01-19	3	OK         	136	2021-06-04	PG              
3578	IT018990163578  	2015-11-28	2021-01-19	3	VUOTA      	140	2021-06-08	BBBELGA         
3578	IT018990163578  	2015-11-28	2021-01-19	3	CALORE     	163	2021-07-01	?MAGRA          
3578	IT018990163578  	2015-11-28	2021-01-19	3	NOF        	171	2021-07-09	-               
3578	IT018990163578  	2015-11-28	2021-01-19	3	SPOST      	173	2021-07-11	D002A001        
3580	IT018990163580  	2015-12-08	2018-04-19	1	ASC        	496	2019-08-28	RILEX           
3580	IT018990163580  	2015-12-08	2019-11-02	2	PARTO      	0	2019-11-02	                
3580	IT018990163580  	2015-12-08	2019-11-02	2	PAREGG     	13	2019-11-15	OK              
3580	IT018990163580  	2015-12-08	2019-11-02	2	SPOST      	27	2019-11-29	D004A002        
3580	IT018990163580  	2015-12-08	2019-11-02	2	OK         	27	2019-11-29	3PG             
3580	IT018990163580  	2015-12-08	2019-11-02	2	OK         	34	2019-12-06	PG              
3580	IT018990163580  	2015-12-08	2019-11-02	2	RICNT      	41	2019-12-13	PG              
3580	IT018990163580  	2015-12-08	2019-11-02	2	METR       	45	2019-12-17	OSSI-50         
3580	IT018990163580  	2015-12-08	2019-11-02	2	RICNT      	48	2019-12-20	5 GN            
3580	IT018990163580  	2015-12-08	2019-11-02	2	OK         	55	2019-12-27	-               
3580	IT018990163580  	2015-12-08	2019-11-02	2	VEND       	69	2020-01-10	20
3581	IT018990163581  	2015-12-08	2019-05-18	2	GRAV       	80	2019-08-06	GILMORE         
3581	IT018990163581  	2015-12-08	2019-05-18	2	SPOST      	254	2020-01-27	D002A001        
3581	IT018990163581  	2015-12-08	2019-05-18	2	PAREGG     	263	2020-02-05	OK              
3581	IT018990163581  	2015-12-08	2019-05-18	2	ASC        	300	2020-03-13	RILEX           
3581	IT018990163581  	2015-12-08	2020-05-08	3	PARTO      	0	2020-05-08	                
3581	IT018990163581  	2015-12-08	2020-05-08	3	OK         	21	2020-05-29	-               
3581	IT018990163581  	2015-12-08	2020-05-08	3	SPOST      	22	2020-05-30	D004A002        
3581	IT018990163581  	2015-12-08	2020-05-08	3	MAST       	47	2020-06-24	SA+ADMIC        
3581	IT018990163581  	2015-12-08	2020-05-08	3	GRAV       	81	2020-07-28	ABBA            
3581	IT018990163581  	2015-12-08	2020-05-08	3	PAREGG     	117	2020-09-02	OK              
3581	IT018990163581  	2015-12-08	2020-05-08	3	MAST       	145	2020-09-30	MASTIPSP        
3581	IT018990163581  	2015-12-08	2020-05-08	3	PAREGG     	208	2020-12-02	OK              
3581	IT018990163581  	2015-12-08	2020-05-08	3	SPOST      	239	2021-01-02	D002A001        
3581	IT018990163581  	2015-12-08	2020-05-08	3	ASC        	300	2021-03-04	                
3581	IT018990163581  	2015-12-08	2021-05-05	4	PARTO      	0	2021-05-05	                
3581	IT018990163581  	2015-12-08	2021-05-05	4	SPOST      	14	2021-05-19	D004A002        
3581	IT018990163581  	2015-12-08	2021-05-05	4	RICNT      	23	2021-05-28	PG              
3581	IT018990163581  	2015-12-08	2021-05-05	4	VEND       	39	2021-06-13	221
4686	IT018990254686  	2021-02-17	NA	NA	MORTA      	24	2021-03-13	DARREA          
4697	IT018990254697  	2021-03-13	NA	NA	MORTA      	28	2021-04-10	METEORIS        
4727	IT018990254727  	2021-05-29	NA	NA	MORTA      	86	2021-08-23	POLMON?         
4739	IT018990254739  	2021-07-18	NA	NA	MORTA      	29	2021-08-16	POLMONIT        
4746	IT018990254746  	2021-07-23	NA	NA	MORTA      	24	2021-08-16	POLMONIT        
6780	IT018990246709  	2020-03-22	NA	NA	VEND       	25	2020-04-16	4
6781	IT018990246710  	2020-03-23	NA	NA	VEND       	24	2020-04-16	4
6782	IT018990246711  	2020-03-25	NA	NA	VEND       	22	2020-04-16	4
6783	IT018990246712  	2020-03-25	NA	NA	VEND       	22	2020-04-16	4
6784	IT018990246715  	2020-03-28	NA	NA	VEND       	26	2020-04-23	2020
6785	IT018990246716  	2020-03-29	NA	NA	VEND       	25	2020-04-23	2020
6786	IT018990246717  	2020-04-02	NA	NA	VEND       	21	2020-04-23	2020
6787	IT018990246718  	2020-04-02	NA	NA	VEND       	21	2020-04-23	2020
6789	IT018990246722  	2020-04-06	NA	NA	VEND       	17	2020-04-23	2020
6790	IT018990246723  	2020-04-07	NA	NA	VEND       	14	2020-04-21	2020
6791	IT018990248942  	2020-04-12	NA	NA	VEND       	25	2020-05-07	2020
6792	IT018990248943  	2020-04-14	NA	NA	VEND       	23	2020-05-07	2020
6793	IT018990248945  	2020-04-14	NA	NA	VEND       	15	2020-04-29	2020
6794	IT018990248949  	2020-04-17	NA	NA	VEND       	20	2020-05-07	2020
6795	IT018990248950  	2020-04-17	NA	NA	VEND       	12	2020-04-29	2020
6796	IT018990248946  	2020-04-21	NA	NA	VEND       	16	2020-05-07	2020
6797	IT018990246721  	2020-04-22	NA	NA	VEND       	22	2020-05-14	2020
6798	IT018990248956  	2020-04-30	NA	NA	VEND       	21	2020-05-21	2020
6799	IT018990248954  	2020-04-27	NA	NA	VEND       	17	2020-05-14	2020
6800	IT018990248955  	2020-04-27	NA	NA	VEND       	17	2020-05-14	2020
6801	IT018990248959  	2020-05-04	NA	NA	VEND       	17	2020-05-21	2020
6802	IT018990248964  	2020-05-08	NA	NA	VEND       	13	2020-05-21	2020
6803	IT018990248965  	2020-05-09	NA	NA	VEND       	12	2020-05-21	2020
6804	IT018990248968  	2020-05-10	NA	NA	VEND       	25	2020-06-04	2020
6805	IT018990248966  	2020-05-12	NA	NA	VEND       	16	2020-05-28	2020
6806	IT018990248967  	2020-05-12	NA	NA	VEND       	16	2020-05-28	2020
6807	IT018990248974  	2020-05-09	NA	NA	VEND       	26	2020-06-04	2020
6809	IT018990248976  	2020-05-18	NA	NA	VEND       	17	2020-06-04	2020
6810	IT018990248975  	2020-05-09	NA	NA	VEND       	41	2020-06-19	2020
6811	IT018990248979  	2020-05-19	NA	NA	VEND       	23	2020-06-11	2020
6812	IT018990248985  	2020-05-26	NA	NA	VEND       	16	2020-06-11	2020
6813	IT018990248987  	2020-05-28	NA	NA	VEND       	14	2020-06-11	2020
6814	IT018990248988  	2020-05-28	NA	NA	VEND       	14	2020-06-11	2020
6815	IT018990249492  	2020-05-30	NA	NA	VEND       	18	2020-06-17	2020
6816	IT018990249494  	2020-06-03	NA	NA	VEND       	28	2020-07-01	2020
6817	IT018990249495  	2020-06-05	NA	NA	VEND       	12	2020-06-17	2020
6818	IT018990249496  	2020-06-06	NA	NA	VEND       	11	2020-06-17	2020
6819	IT018990249497  	2020-06-07	NA	NA	VEND       	18	2020-06-25	2020
6820	IT018990249498  	2020-06-06	NA	NA	VEND       	25	2020-07-01	2020
6821	IT018990249499  	2020-06-06	NA	NA	VEND       	25	2020-07-01	2020
6822	IT018990249500  	2020-06-07	NA	NA	VEND       	24	2020-07-01	2020
6823	IT018990249501  	2020-06-07	NA	NA	VEND       	24	2020-07-01	2020
6824	IT018990249502  	2020-06-06	NA	NA	VEND       	25	2020-07-01	2020
6825	IT018990249503  	2020-06-08	NA	NA	VEND       	38	2020-07-16	2020
6826	IT018990249504  	2020-06-08	NA	NA	VEND       	17	2020-06-25	2020
6827	IT018990249505  	2020-06-08	NA	NA	VEND       	17	2020-06-25	2020
6828	IT018990249506  	2020-06-09	NA	NA	VEND       	22	2020-07-01	2020
6829	IT018990249507  	2020-06-10	NA	NA	VEND       	21	2020-07-01	2020
6830	IT018990249508  	2020-06-10	NA	NA	VEND       	21	2020-07-01	2020
6831	IT018990249512  	2020-06-14	NA	NA	VEND       	17	2020-07-01	2020
6832	IT018990249515  	2020-06-17	NA	NA	VEND       	14	2020-07-01	2020
6833	IT018990249517  	2020-06-19	NA	NA	VEND       	12	2020-07-01	2020
6835	IT018990249518  	2020-06-22	NA	NA	VEND       	24	2020-07-16	2020
6836	IT018990249519  	2020-06-22	NA	NA	VEND       	31	2020-07-23	2020
6837	IT018990249520  	2020-06-24	NA	NA	VEND       	29	2020-07-23	2020
6838	IT018990249521  	2020-06-25	NA	NA	VEND       	28	2020-07-23	2020
6839	IT018990249522  	2020-06-26	NA	NA	VEND       	20	2020-07-16	2020
6840	IT018990249523  	2020-06-26	NA	NA	VEND       	20	2020-07-16	2020
6841	IT018990249524  	2020-06-29	NA	NA	VEND       	17	2020-07-16	2020
6842	IT018990249525  	2020-06-29	NA	NA	VEND       	24	2020-07-23	2020
6843	IT018990249526  	2020-06-29	NA	NA	VEND       	24	2020-07-23	2020
6844	IT018990249527  	2020-07-01	NA	NA	VEND       	22	2020-07-23	2020
6845	IT018990249528  	2020-07-02	NA	NA	VEND       	21	2020-07-23	2020
6846	IT018990249529  	2020-07-07	NA	NA	VEND       	23	2020-07-30	2020
6847	IT018990249530  	2020-07-08	NA	NA	VEND       	22	2020-07-30	2020
6848	IT018990249531  	2020-07-09	NA	NA	VEND       	21	2020-07-30	2020
6849	IT018990249534  	2020-07-14	NA	NA	VEND       	16	2020-07-30	2020
6850	IT018990249533  	2020-07-11	NA	NA	VEND       	26	2020-08-06	2020
6851	IT018990249532  	2020-07-10	NA	NA	VEND       	20	2020-07-30	2020
6852	IT018990249535  	2020-07-19	NA	NA	VEND       	18	2020-08-06	2020
6853	IT018990249536  	2020-07-21	NA	NA	VEND       	16	2020-08-06	2020
6854	IT018990249537  	2020-07-26	NA	NA	VEND       	25	2020-08-20	2020
6855	IT018990249538  	2020-07-26	NA	NA	VEND       	18	2020-08-13	2020
6856	IT018990249539  	2020-07-28	NA	NA	VEND       	23	2020-08-20	2020
6857	IT018990249540  	2020-07-30	NA	NA	VEND       	14	2020-08-13	2020
6858	IT018990249541  	2020-07-30	NA	NA	VEND       	21	2020-08-20	2020
6859	IT018990253002  	2020-08-01	NA	NA	ASSMATR    	3	2020-08-04	                
6859	IT018990253002  	2020-08-01	NA	NA	VEND       	19	2020-08-20	2020
6860	IT018990253003  	2020-08-01	NA	NA	ASSMATR    	3	2020-08-04	                
6860	IT018990253003  	2020-08-01	NA	NA	VEND       	19	2020-08-20	2020
6861	IT018990253004  	2020-08-02	NA	NA	ASSMATR    	3	2020-08-05	                
6861	IT018990253004  	2020-08-02	NA	NA	VEND       	25	2020-08-27	2020
6862	IT018990253005  	2020-08-02	NA	NA	ASSMATR    	3	2020-08-05	                
6862	IT018990253005  	2020-08-02	NA	NA	VEND       	31	2020-09-02	2020
6863	IT018990253006  	2020-08-03	NA	NA	ASSMATR    	2	2020-08-05	                
6863	IT018990253006  	2020-08-03	NA	NA	VEND       	24	2020-08-27	2020
6864	IT018990253007  	2020-08-05	NA	NA	VEND       	22	2020-08-27	2020
6865	IT018990253008  	2020-08-06	NA	NA	VEND       	27	2020-09-02	2020
6866	IT018990253009  	2020-08-09	NA	NA	VEND       	24	2020-09-02	2020
6867	IT018990253010  	2020-08-10	NA	NA	VEND       	23	2020-09-02	2020
6868	IT018990253011  	2020-08-13	NA	NA	VEND       	20	2020-09-02	2020
6869	IT018990253012  	2020-08-16	NA	NA	VEND       	17	2020-09-02	2020
6870	IT018990253013  	2020-08-17	NA	NA	VEND       	16	2020-09-02	2020
6871	IT018990253014  	2020-08-18	NA	NA	VEND       	15	2020-09-02	2020
6872	IT018990253015  	2020-08-20	NA	NA	VEND       	21	2020-09-10	2020
6873	IT018990253016  	2020-08-21	NA	NA	VEND       	20	2020-09-10	2020
6874	IT018990253017  	2020-08-26	NA	NA	VEND       	15	2020-09-10	2020
6875	IT018990253018  	2020-08-26	NA	NA	VEND       	22	2020-09-17	2020
6876	IT018990253019  	2020-08-27	NA	NA	VEND       	21	2020-09-17	2020
6877	IT018990253020  	2020-08-27	NA	NA	VEND       	21	2020-09-17	2020
6878	IT018990253021  	2020-08-27	NA	NA	VEND       	28	2020-09-24	2020
6879	IT018990253022  	2020-08-27	NA	NA	VEND       	28	2020-09-24	2020
6880	IT018990253023  	2020-08-28	NA	NA	VEND       	27	2020-09-24	2020
6881	IT018990253024  	2020-08-30	NA	NA	VEND       	32	2020-10-01	2020
6882	IT018990253025  	2020-09-02	NA	NA	VEND       	15	2020-09-17	2020
6883	IT018990253026  	2020-09-03	NA	NA	VEND       	28	2020-10-01	2020
6884	IT018990253027  	2020-09-05	NA	NA	VEND       	26	2020-10-01	2020
6885	IT018990253028  	2020-09-05	NA	NA	VEND       	26	2020-10-01	2020
6886	IT018990253029  	2020-09-08	NA	NA	VEND       	30	2020-10-08	2020
6887	IT018990253030  	2020-09-08	NA	NA	VEND       	30	2020-10-08	2020
6888	IT018990253031  	2020-09-08	NA	NA	VEND       	23	2020-10-01	2020
6889	IT018990253032  	2020-09-14	NA	NA	VEND       	17	2020-10-01	2020
6890	IT018990253033  	2020-09-14	NA	NA	VEND       	17	2020-10-01	2020
6891	IT018990253034  	2020-09-20	NA	NA	VEND       	25	2020-10-15	2020
6892	IT018990253035  	2020-09-23	NA	NA	VEND       	15	2020-10-08	2020
6893	IT018990253036  	2020-09-23	NA	NA	VEND       	15	2020-10-08	2020
6894	IT018990253037  	2020-09-25	NA	NA	VEND       	20	2020-10-15	2020
6895	IT018990253038  	2020-09-25	NA	NA	VEND       	13	2020-10-08	2020
6896	IT018990253039  	2020-09-27	NA	NA	XID        	2	2020-09-29	6897
6896	IT018990253039  	2020-09-27	NA	NA	VEND       	11	2020-10-08	2020
6897	IT018990253040  	2020-09-27	NA	NA	VEND       	18	2020-10-15	2020
6898	IT018990253041  	2020-09-29	NA	NA	VEND       	16	2020-10-15	2020
6899	IT018990253042  	2020-09-30	NA	NA	VEND       	15	2020-10-15	2020
6900	IT018990253043  	2020-10-03	NA	NA	VEND       	12	2020-10-15	2020
6902	IT018990253045  	2020-10-04	NA	NA	VEND       	11	2020-10-15	2020
6903	IT018990253046  	2020-10-05	NA	NA	VEND       	38	2020-11-12	2020
6904	IT018990253047  	2020-10-05	NA	NA	VEND       	17	2020-10-22	2020
6905	IT018990253048  	2020-10-05	NA	NA	VEND       	17	2020-10-22	2020
6906	IT018990253049  	2020-10-06	NA	NA	VEND       	16	2020-10-22	2020
6907	IT018990253050  	2020-10-08	NA	NA	VEND       	20	2020-10-28	2020
6908	IT018990253051  	2020-10-09	NA	NA	VEND       	19	2020-10-28	2020
6909	IT018990256602  	2020-10-19	NA	NA	VEND       	24	2020-11-12	2020
6910	IT018990256592  	2020-10-11	NA	NA	VEND       	23	2020-11-03	2020
6911	IT018990256593  	2020-10-15	NA	NA	VEND       	13	2020-10-28	2020
6912	IT018990256594  	2020-10-18	NA	NA	VEND       	10	2020-10-28	2020
6913	IT018990256595  	2020-10-20	NA	NA	VEND       	30	2020-11-19	2020
6914	IT018990256596  	2020-10-20	NA	NA	VEND       	30	2020-11-19	2020
6915	IT018990256597  	2020-10-21	NA	NA	VEND       	13	2020-11-03	2020
6916	IT018990256598  	2020-10-22	NA	NA	VEND       	21	2020-11-12	2020
6917	IT018990256599  	2020-10-23	NA	NA	VEND       	20	2020-11-12	2020
6918	IT018990256600  	2020-10-24	NA	NA	VEND       	19	2020-11-12	2020
6919	IT018990256601  	2020-10-24	NA	NA	VEND       	26	2020-11-19	2020
6920	IT018990256603  	2020-10-28	NA	NA	VEND       	22	2020-11-19	2020
6921	IT018990256604  	2020-10-30	NA	NA	VEND       	20	2020-11-19	2020
